0.001240, 0.049583, 50
0.005444, 0.084091, 50
0.012453, 0.140171, 50
0.022267, 0.196280, 50
0.034888, 0.252429, 50
0.050320, 0.308629, 50
0.068564, 0.364893, 50
0.089626, 0.421232, 50
0.113509, 0.477658, 50
0.140218, 0.534180, 50
0.169758, 0.590813, 50
0.202137, 0.647565, 50
0.237359, 0.704449, 50
0.275433, 0.761475, 50
0.316366, 0.818655, 50
0.360165, 0.875998, 50
0.406841, 0.933513, 50
0.456402, 0.991211, 50
0.508857, 1.049099, 50
0.564216, 1.107184, 50
0.622489, 1.165473, 50
0.683688, 1.223970, 50
0.747822, 1.282679, 50
0.814902, 1.341598, 50
0.884938, 1.400728, 50
0.957941, 1.460063, 50
1.033921, 1.519595, 50
1.112887, 1.579311, 50
1.194847, 1.639197, 50
1.279808, 1.699230, 50
1.367777, 1.759384, 50
1.458759, 1.819626, 50
1.552754, 1.879917, 50
1.649765, 1.940211, 50
1.749788, 2.000454, 50
1.852817, 2.060585, 50
1.958844, 2.120537, 50
2.067855, 2.180233, 50
2.179835, 2.239592, 50
2.294761, 2.298526, 50
2.412608, 2.356941, 50
2.533345, 2.414742, 50
2.656937, 2.471831, 50
2.783343, 2.528112, 50
2.912517, 2.583491, 50
3.044411, 2.637880, 50
3.178971, 2.691200, 50
3.316140, 2.743382, 50
3.455859, 2.794370, 50
3.598065, 2.844122, 50
3.742695, 2.892613, 50
3.889687, 2.939834, 50
4.038977, 2.985793, 50
4.190503, 3.030516, 50
4.344205, 3.074040, 50
4.500026, 3.116418, 50
4.657911, 3.157715, 50
4.817811, 3.198002, 50
4.979679, 3.237358, 50
5.143472, 3.275863, 50
5.309152, 3.313600, 50
5.476685, 3.350650, 50
5.646039, 3.387089, 50
5.817189, 3.422989, 50
5.990110, 3.458415, 50
6.164781, 3.493422, 50
6.341184, 3.528059, 50
6.519302, 3.562364, 50
6.699120, 3.596365, 50
6.880624, 3.630081, 50
7.063800, 3.663521, 50
7.248634, 3.696683, 50
7.435112, 3.729557, 50
7.623218, 3.762120, 50
7.812935, 3.794343, 50
8.004245, 3.826185, 50
8.197124, 3.857595, 50
8.391550, 3.888512, 50
8.587493, 3.918866, 50
8.783269, 3.915523, 50
8.976403, 3.862667, 50
9.166099, 3.793935, 50
9.352390, 3.725817, 50
9.535302, 3.658239, 50
9.714859, 3.591135, 50
9.891082, 3.524452, 50
10.063989, 3.458144, 50
10.233598, 3.392177, 50
10.399924, 3.326522, 50
10.562982, 3.261165, 50
10.722787, 3.196095, 50
10.879352, 3.131315, 50
11.032694, 3.066835, 50
11.182828, 3.002675, 50
11.329771, 2.938862, 50
11.473543, 2.875434, 50
11.614165, 2.812437, 50
11.751661, 2.749924, 50
11.886059, 2.687955, 50
12.017388, 2.626596, 50
12.145684, 2.565916, 50
12.270984, 2.505989, 50
12.393328, 2.446890, 50
12.512763, 2.388689, 50
12.629335, 2.331456, 50
12.743098, 2.275255, 50
12.854105, 2.220140, 50
12.962413, 2.166156, 50
13.068080, 2.113336, 50
13.171165, 2.061699, 50
13.271727, 2.011251, 50
13.369826, 1.961981, 50
13.465519, 1.913865, 50
13.558863, 1.866863, 50
13.649909, 1.820925, 50
13.738708, 1.775987, 50
13.825307, 1.731978, 50
13.909748, 1.688817, 50
13.992069, 1.646419, 50
14.072304, 1.604698, 50
14.150482, 1.563564, 50
14.226629, 1.522931, 50
14.300764, 1.482713, 50
14.372906, 1.442830, 50
14.443066, 1.403207, 50
14.511255, 1.363772, 50
14.577478, 1.324464, 50
14.641739, 1.285225, 50
14.704039, 1.246004, 50
14.764377, 1.206759, 50
14.822750, 1.167451, 50
14.879152, 1.128048, 50
14.933579, 1.088526, 50
14.986022, 1.048863, 50
15.036474, 1.009041, 50
15.084926, 0.969051, 50
15.131370, 0.928881, 50
15.175797, 0.888528, 50
15.218196, 0.847989, 50
15.258559, 0.807263, 50
15.296877, 0.766352, 50
15.333140, 0.725260, 50
15.367340, 0.683992, 50
15.399467, 0.642556, 50
15.429515, 0.600957, 50
15.457475, 0.559205, 50
15.483341, 0.517308, 50
15.507105, 0.475277, 50
15.528761, 0.433121, 50
15.548303, 0.390850, 50
15.565727, 0.348476, 50
15.581027, 0.306010, 50
15.594201, 0.263461, 50
15.605243, 0.220843, 50
15.614151, 0.178165, 50
15.620923, 0.135440, 50
15.625557, 0.092678, 50
15.628051, 0.049892, 50
15.628764, 0.014247, 50
15.628764, 0.000000, 50
15.628764, 0.000000, 50
