0.001250, 0.050000, 50
0.004107, 0.057147, 50
0.008867, 0.095199, 50
0.015526, 0.133183, 50
0.024080, 0.171070, 50
0.034522, 0.208834, 50
0.046844, 0.246445, 50
0.061038, 0.283876, 50
0.077092, 0.321096, 50
0.094996, 0.358076, 50
0.114736, 0.394786, 50
0.136295, 0.431195, 50
0.159659, 0.467271, 50
0.184808, 0.502983, 50
0.211723, 0.538297, 50
0.240382, 0.573181, 50
0.270762, 0.607600, 50
0.302838, 0.641522, 50
0.336583, 0.674911, 50
0.371970, 0.707736, 50
0.408968, 0.739962, 50
0.447546, 0.771559, 50
0.487671, 0.802497, 50
0.529309, 0.832747, 50
0.572423, 0.862286, 50
0.616978, 0.891094, 50
0.662935, 0.919158, 50
0.710259, 0.946470, 50
0.758911, 0.973034, 50
0.808854, 0.998861, 50
0.860053, 1.023980, 50
0.912474, 1.048431, 50
0.966088, 1.072275, 50
1.020868, 1.095594, 50
1.076792, 1.118492, 50
1.133847, 1.141101, 50
1.192026, 1.163583, 50
1.251333, 1.186127, 50
1.311781, 1.208958, 50
1.373397, 1.232330, 50
1.436224, 1.256528, 50
1.500317, 1.281864, 50
1.565750, 1.308672, 50
1.632615, 1.337299, 50
1.701020, 1.368100, 50
1.771091, 1.401422, 50
1.842971, 1.437594, 50
1.916817, 1.476912, 50
1.992798, 1.519631, 50
2.071096, 1.565947, 50
2.151895, 1.615994, 50
2.235387, 1.669831, 50
2.321759, 1.727446, 50
2.411197, 1.788753, 50
2.503877, 1.853600, 50
2.599966, 1.921775, 50
2.699617, 1.993022, 50
2.802969, 2.067046, 50
2.910146, 2.143534, 50
3.021254, 2.222162, 50
3.136384, 2.302611, 50
3.255613, 2.384577, 50
3.379002, 2.467775, 50
3.506599, 2.551950, 50
3.638443, 2.636879, 50
3.774562, 2.722374, 50
3.914976, 2.808282, 50
4.059701, 2.894488, 50
4.208746, 2.980909, 50
4.362121, 3.067497, 50
4.519833, 3.154237, 50
4.681890, 3.241141, 50
4.848302, 3.328251, 50
5.019084, 3.415637, 50
5.194254, 3.503393, 50
5.373836, 3.591640, 50
5.557862, 3.680523, 50
5.746373, 3.770213, 50
5.939418, 3.860908, 50
6.137060, 3.952834, 50
6.338109, 4.020979, 50
6.541335, 4.064529, 50
6.746759, 4.108474, 50
6.954413, 4.153086, 50
